DeviceName,DeviceDateTime,BatteryStatus,CommId,Latitude,Longitude
0-4410119,2022-10-11 08:18:04,GOOD,0-4410119,43.08481,5.99718
,,,,,
0-4406439,2022-10-11 08:15:27,GOOD,0-4406439,43.08503,5.99072
,,,,,
0-4409666,2022-10-11 08:15:01,GOOD,0-4409666,43.08506,5.98959
,,,,,
0-4407230,2022-10-11 08:13:23,GOOD,0-4407230,43.08524,5.98542
,,,,,
0-4410119,2022-10-11 08:13:15,GOOD,0-4410119,43.08528,5.9851
,,,,,
0-3153368,2022-10-11 08:12:59,GOOD,0-3153368,43.08528,5.98461
,,,,,
0-4408436,2022-10-11 08:10:49,LOW,0-4408436,43.08555,5.97922
,,,,,
0-4409666,2022-10-11 08:10:29,GOOD,0-4409666,43.08555,5.97834
,,,,,
0-4406439,2022-10-11 08:10:27,GOOD,0-4406439,43.08558,5.97836
,,,,,
0-4409666,2022-10-11 08:08:39,GOOD,0-4409666,43.08576,5.97377
,,,,,
0-4407230,2022-10-11 08:08:19,GOOD,0-4407230,43.08574,5.97289
,,,,,
0-4410119,2022-10-11 08:08:11,GOOD,0-4410119,43.0858,5.97264
,,,,,
0-3153368,2022-10-11 08:07:58,GOOD,0-3153368,43.0858,5.97216
,,,,,
0-4408436,2022-10-11 08:06:23,LOW,0-4408436,43.086,5.96811
,,,,,
0-4406439,2022-10-11 08:05:39,GOOD,0-4406439,43.08611,5.96613
,,,,,
0-4408436,2022-10-11 08:04:31,LOW,0-4408436,43.08622,5.96328
,,,,,
0-4409666,2022-10-11 08:03:39,GOOD,0-4409666,43.08638,5.9609
,,,,,
0-4410119,2022-10-11 08:03:08,GOOD,0-4410119,43.08645,5.95955
,,,,,
0-3153368,2022-10-11 08:03:01,GOOD,0-3153368,43.08643,5.95929
,,,,,
0-4406439,2022-10-11 08:00:38,GOOD,0-4406439,43.0867,5.95317
,,,,,
0-4408436,2022-10-11 07:59:29,LOW,0-4408436,43.08683,5.95
,,,,,
0-4409666,2022-10-11 07:58:36,GOOD,0-4409666,43.08693,5.94777
,,,,,
0-4410119,2022-10-11 07:58:11,GOOD,0-4410119,43.08694,5.94671
,,,,,
0-3153368,2022-10-11 07:58:03,GOOD,0-3153368,43.08698,5.94639
,,,,,
0-4406439,2022-10-11 07:55:31,GOOD,0-4406439,43.0872,5.93974
,,,,,
0-4408436,2022-10-11 07:54:25,LOW,0-4408436,43.08734,5.93678
,,,,,
0-4410119,2022-10-11 07:53:16,GOOD,0-4410119,43.08736,5.93378
,,,,,
0-3153368,2022-10-11 07:53:03,GOOD,0-3153368,43.08735,5.93326
,,,,,
0-4406439,2022-10-11 07:50:33,GOOD,0-4406439,43.08724,5.92669
,,,,,
0-4409666,2022-10-11 07:49:50,GOOD,0-4409666,43.08749,5.92496
,,,,,
0-4408436,2022-10-11 07:49:24,LOW,0-4408436,43.08789,5.92382
,,,,,
0-4410119,2022-10-11 07:48:13,GOOD,0-4410119,43.08981,5.92249
,,,,,
0-3153368,2022-10-11 07:48:08,GOOD,0-3153368,43.09005,5.92255
,,,,,
0-4406439,2022-10-11 07:45:32,GOOD,0-4406439,43.09468,5.92054
,,,,,
0-4409666,2022-10-11 07:44:51,GOOD,0-4409666,43.0959,5.92019
,,,,,
0-4410119,2022-10-11 07:43:13,GOOD,0-4410119,43.09843,5.91865
,,,,,
0-3153368,2022-10-11 07:43:05,GOOD,0-3153368,43.09874,5.91852
,,,,,
0-4409666,2022-10-11 07:42:22,GOOD,0-4409666,43.09977,5.91762
,,,,,
0-4406439,2022-10-11 07:40:31,GOOD,0-4406439,43.10151,5.91406
,,,,,
0-4410119,2022-10-11 07:38:13,GOOD,0-4410119,43.10369,5.9094
,,,,,
0-3153368,2022-10-11 07:38:08,GOOD,0-3153368,43.10381,5.90916
,,,,,
0-4406439,2022-10-11 07:35:30,GOOD,0-4406439,43.10517,5.90333
,,,,,
0-4410119,2022-10-11 07:33:16,GOOD,0-4410119,43.10596,5.89805
,,,,,
0-3153368,2022-10-11 07:33:07,GOOD,0-3153368,43.10596,5.89771
,,,,,
0-4406439,2022-10-11 07:30:31,GOOD,0-4406439,43.10501,5.89232
,,,,,
0-3153368,2022-10-11 07:28:10,GOOD,0-3153368,43.10453,5.88768
