DeviceName,DeviceDateTime,BatteryStatus,CommId,Latitude,Longitude
0-4407230,2022-10-13 10:45:15,LOW,0-4407230,43.07765,5.96903
,,,,,
0-4407230,2022-10-13 10:40:14,LOW,0-4407230,43.07739,5.96869
,,,,,
0-4407230,2022-10-13 10:35:11,LOW,0-4407230,43.07713,5.96841
,,,,,
0-4407230,2022-10-13 10:30:13,LOW,0-4407230,43.07685,5.96815
,,,,,
0-4407230,2022-10-13 10:25:14,LOW,0-4407230,43.07655,5.96792
,,,,,
0-4407230,2022-10-13 10:20:15,LOW,0-4407230,43.07628,5.96772
,,,,,
0-4407230,2022-10-13 10:15:14,LOW,0-4407230,43.07603,5.96757
,,,,,
0-4407230,2022-10-13 10:10:36,LOW,0-4407230,43.07582,5.96749
,,,,,
0-4407230,2022-10-13 10:05:14,LOW,0-4407230,43.07553,5.96753
,,,,,
0-4407230,2022-10-13 10:00:16,LOW,0-4407230,43.07532,5.96764
,,,,,
0-4407230,2022-10-13 09:55:14,LOW,0-4407230,43.07516,5.9677
,,,,,
0-4407230,2022-10-13 09:50:13,LOW,0-4407230,43.07505,5.96792
,,,,,
0-4407230,2022-10-13 09:45:15,LOW,0-4407230,43.07499,5.96817
,,,,,
0-4407230,2022-10-13 09:40:14,LOW,0-4407230,43.075,5.96849
,,,,,
0-4407230,2022-10-13 09:35:16,LOW,0-4407230,43.07505,5.96886
,,,,,
0-4407230,2022-10-13 09:30:15,LOW,0-4407230,43.07515,5.96922
,,,,,
0-4407230,2022-10-13 09:25:18,LOW,0-4407230,43.07528,5.96957
,,,,,
0-4407230,2022-10-13 09:20:17,LOW,0-4407230,43.07543,5.96991
,,,,,
0-4407230,2022-10-13 09:15:19,LOW,0-4407230,43.0756,5.97028
,,,,,
0-4407230,2022-10-13 09:10:55,LOW,0-4407230,43.07574,5.97053
,,,,,
0-4407230,2022-10-13 09:05:17,LOW,0-4407230,43.07597,5.97096
,,,,,
0-4407230,2022-10-13 09:00:17,LOW,0-4407230,43.07621,5.97116
,,,,,
0-4407230,2022-10-13 08:55:15,LOW,0-4407230,43.07642,5.97139
,,,,,
0-4407230,2022-10-13 08:50:13,LOW,0-4407230,43.07661,5.97165
,,,,,
0-4407230,2022-10-13 08:45:14,LOW,0-4407230,43.07676,5.97201
,,,,,
0-4407230,2022-10-13 08:40:15,LOW,0-4407230,43.07698,5.97225
,,,,,
0-4407230,2022-10-13 08:35:15,LOW,0-4407230,43.0772,5.97257
,,,,,
0-4407230,2022-10-13 08:30:17,LOW,0-4407230,43.07746,5.97289
,,,,,
0-4407230,2022-10-13 08:25:16,LOW,0-4407230,43.07774,5.97319
,,,,,
0-4407230,2022-10-13 08:20:19,LOW,0-4407230,43.07746,5.97367
,,,,,
0-4407230,2022-10-13 08:15:18,LOW,0-4407230,43.07671,5.97203
,,,,,
0-4407230,2022-10-13 08:10:56,LOW,0-4407230,43.07711,5.97242
,,,,,
0-4407230,2022-10-13 08:05:15,LOW,0-4407230,43.07727,5.97854
,,,,,
0-4407230,2022-10-13 08:02:22,LOW,0-4407230,43.07809,5.98311
,,,,,
0-4407230,2022-10-13 07:55:18,LOW,0-4407230,43.0802,5.99798
,,,,,
0-4407230,2022-10-13 07:50:18,LOW,0-4407230,43.0796,6.00193
,,,,,
0-4407230,2022-10-13 07:45:18,LOW,0-4407230,43.08003,5.98545
,,,,,
0-4407230,2022-10-13 07:40:16,LOW,0-4407230,43.08236,5.96693
,,,,,
0-4407230,2022-10-13 07:35:18,LOW,0-4407230,43.08487,5.94841
,,,,,
0-4407230,2022-10-13 07:30:19,LOW,0-4407230,43.08782,5.93069
,,,,,
0-4407230,2022-10-13 07:25:18,LOW,0-4407230,43.09338,5.91858
,,,,,
0-4407230,2022-10-13 07:20:19,LOW,0-4407230,43.10394,5.91163
,,,,,
0-4407230,2022-10-13 07:15:14,LOW,0-4407230,43.10641,5.89794
,,,,,
0-4407230,2022-10-13 07:10:57,LOW,0-4407230,43.10418,5.88893
,,,,,
0-4407230,2022-10-13 07:06:28,LOW,0-4407230,43.1052,5.88567
